email,label
"Your online banking session has expired for security reasons. Please log in again using the secure link we have provided.",0
"SECURITY BREACH: Your personal information was leaked in a recent hack. Click here to protect your identity immediately.",0
"Congratulations! You have been selected for our exclusive loyalty program. Verify your details to claim your $300 bonus.",0
"Your streaming password has been changed from a new device. If this was not you click here to recover your account now.",0
"ALERT: An unauthorized person has filed a tax return using your social security number. Click here to dispute this immediately.",0
"Dear beneficiary, the United Nations Compensation Fund has approved your payment of $750,000. Provide your details to claim.",0
"Your Etsy shop has been suspended due to a policy violation. Click here to appeal and restore your seller account today.",0
"URGENT NOTICE: Your health insurance will be cancelled in 48 hours. Click here to update your information and keep coverage.",0
"You have a pending wire transfer of $15,000 waiting for your approval. Click here to authorize or reject this transaction.",0
"Congratulations! You have been approved for a government housing assistance grant of $6,000. Apply now to receive your funds.",0
"Your cloud backup has failed and your files are at risk of being permanently deleted. Click here to restore your backup now.",0
"ALERT: Someone has used your identity to open a new credit card. Click here immediately to freeze your credit and file a report.",0
"Dear user, you have unused cashback rewards worth $178. Click here to transfer your rewards to your bank account today.",0
"Hi everyone, just a reminder that our team lunch is scheduled for Friday at noon. Please let me know if you have any dietary restrictions.",1
"Good morning, please find attached the quarterly report for your review. Let me know if you have any questions or need clarification.",1
"Hi Sarah, I wanted to follow up on our meeting from yesterday. I have attached the notes and action items we discussed.",1
"Just a reminder that the building will be closed this Monday for the holiday. Normal hours resume on Tuesday morning.",1
"Hi team, the project deadline has been moved to next Friday. Please adjust your schedules accordingly and update your tasks.",1
"Good afternoon, I am writing to confirm our appointment scheduled for Thursday at 2pm. Please let me know if you need to reschedule.",1
"Hi John, thank you for your application. We would like to invite you for an interview on Wednesday at 10am at our office.",1
"Dear all, please be advised that the parking lot on the east side will be closed for maintenance from Monday through Wednesday.",1
"Hi there, I just wanted to check in and see how the onboarding process is going. Let me know if you need any help.",1
"Good morning team, the weekly standup meeting has been moved from 9am to 10am starting next week. Please update your calendars.",1
"Hi Professor Chen, I wanted to reach out about the assignment due next week. I had a question about the formatting requirements.",1
"Dear Mr. Thompson, thank you for your order. Your item has been shipped and is expected to arrive within 3 to 5 business days.",1
"Hi everyone, I am happy to announce that we have reached our fundraising goal for the community garden project. Thank you all.",1
"Good afternoon, this is a reminder that your annual performance review is scheduled for next Tuesday at 3pm with your manager.",1
"Hi Lisa, I found the document you were looking for. I have attached it to this email for your reference. Let me know if it helps.",1
"Dear customer, your return request has been processed. You will receive your refund within 5 to 7 business days. Thank you.",1
"Hi team, just a heads up that the office printer on the second floor is being serviced today and will be unavailable until 4pm.",1
"Good morning, I wanted to share the agenda for tomorrow's board meeting. Please review it and come prepared with your updates.",1
"Hi Mark, congratulations on completing the certification program. Your certificate will be mailed to you within two weeks.",1
"Dear residents, the water will be shut off on Saturday from 8am to noon for scheduled maintenance in the building.",1
"Hi everyone, we are collecting donations for a colleague who recently experienced a family emergency. Please see the details below.",1
"Good afternoon, I am following up on the proposal I sent last week. Please let me know if you have had a chance to review it.",1
"Hi Dr. Patel, I am writing to confirm my appointment on Thursday at 11am. Please let me know if anything has changed.",1
"Dear subscriber, your monthly newsletter is here. This month we cover industry trends, upcoming events, and community spotlights.",1
"Hi team, great work on the product launch this week. The client was very happy with the results. Let us keep up the momentum.",1
"Good morning, the IT department will be performing system maintenance tonight from 11pm to 2am. Please save your work beforehand.",1
"Hi Emily, I hope you are doing well. I wanted to reach out about a potential collaboration between our two departments.",1
"Dear parent, this is a reminder that parent teacher conferences are scheduled for next Thursday evening from 5pm to 8pm.",1
"Hi everyone, the fire drill is scheduled for this Thursday at 10am. Please make sure you know the nearest exit from your area.",1
"Good afternoon, I am pleased to inform you that your loan application has been approved. Please visit our branch to complete the process.",1
"Hi Chris, I have reviewed your draft and left some comments in the document. Overall it looks great, just a few minor suggestions.",1
"Dear guest, thank you for staying with us. We hope you enjoyed your visit and would love to hear your feedback on your experience.",1
"Hi team, please remember to submit your timesheets by end of day Friday. Late submissions may delay your payroll processing.",1
"Good morning, I wanted to let you know that the conference room on the third floor has been booked for training all day tomorrow.",1
"Hi James, thank you for attending the workshop yesterday. Please find attached the presentation slides and additional resources.",1
"Dear customer, your appointment has been confirmed for Monday at 9am. Please arrive 10 minutes early to complete the paperwork.",1
"Hi everyone, we are excited to welcome our new team member Rachel who will be joining us as a project manager next Monday.",1
"Good afternoon, the board has approved the budget for the new initiative. We will begin planning the kickoff meeting next week.",1
"Hi Professor Lee, I am a student in your Tuesday morning class. I wanted to ask for an extension on the upcoming essay assignment.",1
"Dear valued customer, your annual subscription has been renewed successfully. Your next billing date will be in 12 months.",1
"Hi Tom, just checking in to see if you received the files I sent on Wednesday. Let me know if you need me to resend them.",1
"Good morning team, please be aware that the office dress code policy has been updated. The new policy takes effect next month.",1
"Hi everyone, the company picnic is scheduled for the last Saturday of the month. Families are welcome and food will be provided.",1
"Dear applicant, we have received your application and will be in touch within two weeks regarding next steps in our process.",1
"Hi Karen, I wanted to let you know that the client meeting has been rescheduled from Tuesday to Thursday at the same time.",1
"Good afternoon, your flight booking confirmation is attached. Please review the details and contact us if you need any changes.",1
"Hi team, a reminder that the first aid training session is mandatory for all staff and will take place on Friday at 2pm.",1
"Dear Mr. Garcia, enclosed please find the invoice for services rendered in April. Payment is due within 30 days of receipt.",1
"Hi everyone, we will be doing a team building activity next Friday afternoon. More details will be shared by end of this week.",1
"Good morning, I am writing to let you know that your warranty claim has been approved. A technician will contact you shortly.",1
"Hi David, I really enjoyed our conversation at the networking event last week. I would love to continue the discussion over coffee.",1
"Dear tenant, this is your monthly reminder that rent is due on the first of the month. Thank you for your continued prompt payment.",1
"Hi team, we have updated the employee handbook. Please review the changes by end of next week and sign the acknowledgment form.",1
"Good afternoon, your order has been successfully cancelled as requested. Your refund will appear in 3 to 5 business days.",1
"Hi everyone, the results of the employee satisfaction survey have been compiled. We will share the findings at the all hands meeting.",1
"Dear student, your financial aid application has been reviewed and approved. Please log into the student portal to view your award.",1
"Hi Rebecca, thank you for referring your friend to our service. Your referral bonus of $25 has been added to your account.",1
"Good morning, just a reminder that the gym on the first floor will be closed this weekend for equipment installation and upgrades.",1
"Hi team, we are looking for volunteers to help with the community clean up event next Saturday morning. Please sign up by Wednesday.",1
"Dear Mr. Williams, your background check has been completed successfully. We look forward to welcoming you to the team next Monday.",1
"Hi everyone, please note that the holiday party has been confirmed for December 20th at 6pm at the downtown location.",1
"Good afternoon, I wanted to share some exciting news. We have just signed a major new client that will significantly grow our team.",1
"Hi Anna, I have booked the conference room for our meeting on Monday at 1pm. I will send a calendar invite shortly.",1
"Dear customer, thank you for contacting support. Your ticket has been received and a team member will respond within 24 hours.",1
"Hi team, we have a new process for submitting expense reports starting next month. Training materials will be shared by Friday.",1
"Good morning, this is a courtesy reminder that your library books are due back this Friday. Renewals can be done online.",1
"Hi Michael, I noticed a small error in the spreadsheet from yesterday. I have corrected it and attached the updated version.",1
"Dear all, the company will be closed on Friday in observance of the national holiday. Regular operations resume on Monday.",1
"Hi everyone, we are collecting feedback on the new office layout. Please fill out the short survey by end of next week.",1
"Good afternoon, your prescription is ready for pickup at the pharmacy. Our hours are Monday through Saturday 9am to 6pm.",1
"Hi Jennifer, I wanted to congratulate you on your promotion. You have worked incredibly hard and truly deserve this recognition.",1
"Dear customer, your vehicle service appointment is confirmed for Saturday at 10am. Please bring your insurance and registration.",1
"Hi team, we have reached our quarterly sales target ahead of schedule. This is a great achievement and everyone should be proud.",1
"Good morning, I am reaching out to schedule a brief call to discuss the upcoming project timeline and resource allocation.",1
"Hi everyone, the mentorship program applications are now open. If you are interested in being a mentor or mentee please apply.",1
"Dear resident, the homeowners association meeting is scheduled for the third Tuesday of this month at 7pm in the community room.",1
"Hi Paul, thank you for submitting your report ahead of the deadline. I will review it and get back to you by tomorrow.",1
"Good afternoon, your insurance renewal documents are attached for your review. Please sign and return them at your earliest convenience.",1
"Hi team, we are rolling out a new project management tool next month. Training sessions will be available in two week intervals.",1
"Dear customer, we are sorry to hear about your experience. A member of our team will contact you within one business day.",1
"Hi everyone, the yoga class in the wellness room has moved from Tuesday to Wednesday evenings starting next week at 6pm.",1
"Good morning, I wanted to share the link to the recording of yesterday's webinar for those who were unable to attend in person.",1
"Hi Linda, can you please review the attached contract and provide your feedback before our call on Thursday afternoon?",1
"Dear applicant, we regret to inform you that the position has been filled. We encourage you to apply for future openings.",1
"Hi team, a big thank you to everyone who helped make last week's event a success. The feedback from attendees was overwhelmingly positive.",1
"Good afternoon, your passport application has been received and is currently being processed. Estimated wait time is six weeks.",1
"Hi everyone, the office kitchen will be deep cleaned this Friday evening. Please remove any personal items from the fridge by Thursday.",1
"Dear Mr. Johnson, your account statement for the month of April is now available. You can view it by logging into your account.",1
"Hi Rachel, I hope you had a good weekend. Just following up on the proposal we discussed. Any updates on your end?",1
"Good morning, please be advised that there will be construction noise near the north wing of the building starting Monday.",1
"Hi team, we are excited to announce the launch of our new internal knowledge base. You can access it through the company intranet.",1
"Dear student, this is a reminder that registration for fall semester courses opens next Monday at 8am on the student portal.",1
"Hi everyone, our book club meeting is this Thursday at 7pm. We will be discussing the first half of this month's selection.",1
"Good afternoon, your catering order for Friday's event has been confirmed. The team will arrive at 11am for setup.",1
"Hi Alex, the budget spreadsheet you requested is attached. Let me know if you need any additional figures or breakdowns.",1
"Dear customer, your membership has been upgraded to premium status. You now have access to all exclusive features and content.",1
"Hi everyone, a reminder that performance reviews are due to HR by the end of this month. Please complete them on time.",1
"Good morning, I wanted to introduce myself as your new account manager. I look forward to working with you and your team.",1
"Hi team, we will be hosting a lunch and learn session next Wednesday at noon. The topic will be effective communication skills.",1
"Dear resident, your package has been delivered and is being held at the front desk. Please pick it up during business hours.",1
"Hi everyone, just a reminder to update your emergency contact information in the HR system by the end of this week.",1
"Good afternoon, your interview has been scheduled for next Thursday at 2pm via video call. A calendar invite will follow shortly.",1
"Hi Dr. Martinez, I am a patient of yours and wanted to request a referral to a specialist. Please let me know the next steps.",1
"Dear team, as we head into the new quarter I wanted to take a moment to thank everyone for their hard work and dedication.",1
